tm,rnum,stnId,stnNm,ta,taQcflg,rn,rnQcflg,ws,wsQcflg,wd,wdQcflg,hm,hmQcflg,pv,td,pa,paQcflg,ps,psQcflg,ss,ssQcflg,icsr,dsnw,hr3Fhsc,dc10Tca,dc10LmcsCa,clfmAbbrCd,lcsCh,vs,gndSttCd,dmstMtphNo,ts,tsQcflg,m005Te,m01Te,m02Te,m03Te
2018-01-01 00:00,1,119,수원,-1.8,0,,9,2.0,,290,,43,0,2.3,-12.7,1022.2,0,1026.6,0,,9,,,,0,0,,,2000,,,-0.9,0,,,,
2018-01-01 01:00,2,119,수원,-2.6,0,,,0.9,0,270,0,46,0,2.3,-12.6,1022.1,0,1026.5,0,,9,,,,,0,,,2000,,,-1.1,0,,,,
2018-01-01 02:00,3,119,수원,-3.0,0,,,1.1,0,320,0,48,0,2.4,-12.4,1022.1,0,1026.5,0,,9,,,,,0,,,2000,,,-1.3,0,,,,
2018-01-01 03:00,4,119,수원,-4.2,0,,,0.4,0,0,0,58,0,2.6,-11.2,1022.4,0,1026.8,0,,9,,,,0,0,,,2000,,,-1.5,0,,,,
2018-01-01 04:00,5,119,수원,-5.3,0,,,0.0,0,0,0,65,0,2.7,-10.8,1022.5,0,1026.9,0,,9,,,,0,0,,,2000,,,-1.8,0,,,,
2018-01-01 05:00,6,119,수원,-5.5,0,,,0.6,0,270,0,69,0,2.8,-10.2,1022.6,0,1027.0,0,,9,,,,0,0,,,2000,,,-2.1,0,,,,
2018-01-01 06:00,7,119,수원,-6.0,0,,,0.2,0,0,0,74,0,2.9,-9.8,1022.7,0,1027.1,0,,9,,,,0,0,,,1998,,,-2.4,0,,,,
2018-01-01 07:00,8,119,수원,-6.6,0,,,0.0,0,0,0,76,0,2.8,-10.1,1023.1,0,1027.6,0,,9,,,,0,0,,,1962,,,-2.6,0,,,,
2018-01-01 08:00,9,119,수원,-6.8,0,,,0.0,0,0,0,78,0,2.9,-9.9,1023.4,0,1027.9,0,0.0,0,0.0,,,0,0,,,1933,,,-2.8,0,,,,
2018-01-01 09:00,10,119,수원,-3.5,0,,,0.5,0,160,0,71,0,3.3,-8.0,1023.9,0,1028.3,0,1.0,0,0.22,,,0,0,,,1251,,,-2.3,0,,,,
2018-01-01 10:00,11,119,수원,-1.8,0,,,1.3,0,180,0,54,0,2.9,-9.8,1024.7,0,1029.1,0,1.0,0,0.69,,,0,0,,,1633,,,-1.5,0,,,,
2018-01-01 11:00,12,119,수원,0.4,0,,,1.4,0,200,0,48,0,3.0,-9.3,1025.1,0,1029.5,0,1.0,0,1.03,,,3,0,Ci,,1625,,,-0.2,0,,,,
2018-01-01 12:00,13,119,수원,3.2,0,,,1.9,0,290,0,28,0,2.1,-13.6,1024.5,0,1028.8,0,1.0,0,1.31,,,0,0,,,1784,,,0.0,0,,,,
2018-01-01 13:00,14,119,수원,3.7,0,,,2.6,0,270,0,28,0,2.2,-13.1,1023.6,0,1027.9,0,1.0,0,1.34,,,7,2,ScCi,17,1804,,,0.0,0,,,,
2018-01-01 14:00,15,119,수원,3.1,0,,,2.5,0,250,0,31,0,2.4,-12.4,1023.3,0,1027.6,0,0.8,0,1.02,,,7,4,ScAc,14,1839,,,0.0,0,,,,
2018-01-01 15:00,16,119,수원,3.3,0,,,3.0,0,250,0,33,0,2.6,-11.4,1023.1,0,1027.4,0,0.8,0,0.91,,,7,7,Sc,13,1787,,,0.1,0,,,,
2018-01-01 16:00,17,119,수원,2.7,0,,,2.8,0,270,0,36,0,2.7,-10.9,1023.3,0,1027.6,0,1.0,0,0.76,,,5,2,ScCi,10,1419,,,-0.1,0,,,,
2018-01-01 17:00,18,119,수원,1.7,0,,,2.1,0,270,0,37,0,2.6,-11.4,1023.7,0,1028.0,0,0.7,0,0.27,,,0,0,,,1632,,,-0.1,0,,,,
2018-01-01 18:00,19,119,수원,0.7,0,,,1.5,0,270,0,44,0,2.8,-10.1,1024.0,0,1028.3,0,0.0,0,0.01,,,0,0,,,1685,,,-0.2,0,,,,
2018-01-01 19:00,20,119,수원,-1.5,0,,,0.5,0,320,0,53,0,2.9,-9.8,1024.1,0,1028.5,0,,9,,,,,,,,1645,,,-0.4,0,,,,
2018-01-01 20:00,21,119,수원,-2.3,0,,,0.0,0,0,0,61,0,3.1,-8.8,1024.4,0,1028.8,0,,9,,,,,0,,,1478,,,-0.8,0,,,,
2018-01-01 21:00,22,119,수원,-2.8,0,,,0.0,0,0,0,66,0,3.3,-8.2,1024.4,0,1028.8,0,,9,,,,0,0,,,1356,,,-1.3,0,,,,
2018-01-01 22:00,23,119,수원,-3.4,0,,,0.0,0,0,0,71,0,3.4,-7.9,1024.7,0,1029.1,0,,9,,,,,0,,,1227,,,-1.7,0,,,,
2018-01-01 23:00,24,119,수원,-3.9,0,,,0.0,0,0,0,74,0,3.4,-7.8,1024.6,0,1029.0,0,,9,,,,,0,,,1120,,,-2.0,0,,,,
2018-01-02 00:00,25,119,수원,-4.3,0,,,0.2,0,0,0,78,0,3.5,-7.5,1024.9,0,1029.3,0,,9,,,,0,0,,,986,,19,-2.2,0,,,,
2018-01-02 01:00,26,119,수원,-4.2,0,,,0.6,0,180,0,77,0,3.5,-7.6,1024.8,0,1029.2,0,,9,,,,,0,,,906,,19,-2.4,0,,,,
2018-01-02 02:00,27,119,수원,-4.4,0,,,0.4,0,0,0,83,0,3.7,-6.8,1024.7,0,1029.1,0,,9,,,,,0,,,771,,19,-2.6,0,,,,
2018-01-02 03:00,28,119,수원,-5.1,0,,,0.4,0,0,0,89,0,3.7,-6.6,1024.9,0,1029.3,0,,9,,,,0,0,,,663,,19,-2.7,0,,,,
2018-01-02 04:00,29,119,수원,-5.4,0,,,0.0,0,0,0,90,0,3.7,-6.7,1024.5,0,1028.9,0,,9,,,,0,0,,,669,,19,-2.8,0,,,,
2018-01-02 05:00,30,119,수원,-5.3,0,,,0.5,0,180,0,92,0,3.8,-6.4,1024.3,0,1028.7,0,,9,,,,0,0,,,644,,19,-2.9,0,,,,
2018-01-02 06:00,31,119,수원,-5.3,0,,,0.2,0,0,0,94,0,3.9,-6.1,1024.7,0,1029.1,0,,9,,,,0,0,,,592,,19,-2.9,0,,,,
2018-01-02 07:00,32,119,수원,-5.0,0,,,0.8,0,270,0,95,0,4.0,-5.6,1024.8,0,1029.2,0,,9,,,,0,0,,,591,,19,-2.9,0,,,,
2018-01-02 08:00,33,119,수원,-4.8,0,,,0.5,0,360,0,95,0,4.1,-5.4,1025.0,0,1029.4,0,0.0,0,0.0,,,2,2,Sc,15,534,,19,-2.9,0,,,,
2018-01-02 09:00,34,119,수원,-2.8,0,,,0.2,0,0,0,91,0,4.5,-4.0,1025.5,0,1029.9,0,0.0,0,0.08,,,9,9,Sc,14,520,,19,-1.5,0,,,,
2018-01-02 10:00,35,119,수원,-0.2,0,,,1.4,0,270,0,71,0,4.3,-4.8,1025.7,0,1030.1,0,0.5,0,0.42,,,0,0,,,767,,19,-0.8,0,,,,
2018-01-02 11:00,36,119,수원,1.7,0,,,1.6,0,290,0,44,0,3.0,-9.2,1026.0,0,1030.3,0,1.0,0,0.79,,,0,0,,,1680,,19,-0.2,0,,,,
2018-01-02 12:00,37,119,수원,1.9,0,,,3.0,0,340,0,25,0,1.7,-16.1,1025.2,0,1029.5,0,1.0,0,1.0,,,0,0,,,1985,,,-0.2,0,,,,
2018-01-02 13:00,38,119,수원,3.2,0,,,2.9,0,290,0,26,0,2.0,-14.5,1024.7,0,1029.0,0,1.0,0,1.06,,,7,0,Ci,,1960,,,-0.1,0,,,,
2018-01-02 14:00,39,119,수원,2.4,0,,,2.9,0,290,0,26,0,1.9,-15.2,1024.2,0,1028.5,0,0.3,0,0.82,,,8,0,Ci,,1994,,,0.0,0,,,,
2018-01-02 15:00,40,119,수원,3.0,0,,,2.5,0,290,0,24,0,1.8,-15.6,1023.9,0,1028.2,0,0.9,0,0.88,,,6,0,Ci,,1978,,,0.0,0,,,,
2018-01-02 16:00,41,119,수원,1.6,0,,,2.5,0,290,0,26,0,1.8,-15.8,1024.1,0,1028.4,0,1.0,0,0.58,,,0,0,,,2000,,,-0.1,0,,,,
2018-01-02 17:00,42,119,수원,0.7,0,,,2.0,0,290,0,31,0,2.0,-14.5,1024.6,0,1028.9,0,0.3,0,0.22,,,0,0,,,2000,,,-0.2,0,,,,
2018-01-02 18:00,43,119,수원,-0.5,0,,,2.3,0,270,0,35,0,2.1,-14.1,1025.5,0,1029.9,0,0.0,0,0.0,,,1,0,Ci,,1940,,,-0.4,0,,,,
2018-01-02 19:00,44,119,수원,-1.0,0,,,1.2,0,290,0,39,0,2.2,-13.2,1024.6,0,1029.0,0,,9,,,,,4,,60,2000,,,-0.9,0,,,,
2018-01-02 20:00,45,119,수원,-1.0,0,,,2.2,0,320,0,37,0,2.1,-13.8,1024.5,0,1028.9,0,,9,,,,,9,,57,2000,,,-1.2,0,,,,
2018-01-02 21:00,46,119,수원,-1.4,0,,,2.2,0,290,0,33,0,1.8,-15.6,1024.0,0,1028.4,0,,9,,,,8,0,Ci,,2000,,,-1.5,0,,,,
2018-01-02 22:00,47,119,수원,-1.8,0,,,2.4,0,290,0,33,0,1.8,-15.9,1024.7,0,1029.1,0,,9,,,,,6,,53,2000,,,-1.8,0,,,,
2018-01-02 23:00,48,119,수원,-2.7,0,,,3.7,0,290,0,33,0,1.7,-16.7,1025.5,0,1029.9,0,,9,,,,,9,,52,2000,,,-2.1,0,,,,
2018-01-03 00:00,49,119,수원,-3.5,0,,,3.3,0,320,0,40,0,1.9,-15.1,1026.2,0,1030.6,0,,9,,,,9,0,Cs,,2000,,,-2.2,0,,,,
2018-01-03 01:00,50,119,수원,-4.1,0,,,2.6,0,340,0,42,0,1.9,-15.1,1025.9,0,1030.3,0,,9,,,,,5,,51,2000,,,-2.8,0,,,,
2018-01-03 02:00,51,119,수원,-4.6,0,,,2.9,0,340,0,42,0,1.8,-15.5,1026.6,0,1031.0,0,,9,,,,,3,,53,2000,,,-3.2,0,,,,
2018-01-03 03:00,52,119,수원,-5.1,0,,,2.3,0,320,0,43,0,1.8,-15.7,1027.1,0,1031.6,0,,9,,,,4,0,Ci,,2000,,,-3.5,0,,,,
2018-01-03 04:00,53,119,수원,-5.4,0,,,2.3,0,290,0,45,0,1.8,-15.4,1027.1,0,1031.6,0,,9,,,,7,0,Cs,,2000,,,-3.4,0,,,,
2018-01-03 05:00,54,119,수원,-5.8,0,,,1.6,0,320,0,47,0,1.9,-15.3,1026.9,0,1031.4,0,,9,,,,2,0,Ci,,1996,,,-3.6,0,,,,
