tm,rnum,stnId,stnNm,ta,taQcflg,rn,rnQcflg,ws,wsQcflg,wd,wdQcflg,hm,hmQcflg,pv,td,pa,paQcflg,ps,psQcflg,ss,ssQcflg,icsr,dsnw,hr3Fhsc,dc10Tca,dc10LmcsCa,clfmAbbrCd,lcsCh,vs,gndSttCd,dmstMtphNo,ts,tsQcflg,m005Te,m01Te,m02Te,m03Te
2021-01-01 00:00,1,119,수원,-8.7,,,9,0.5,,230,,89,,2.8,-10.1,1022.7,,1028.0,,,9,,,,0,0,,,1972,,,-6.0,,,,,
2021-01-01 01:00,2,119,수원,-8.6,,,,0.9,,320,,85,,2.7,-10.6,1022.5,,1027.8,,,9,,,,0,0,,,1939,,,-6.4,,,,,
2021-01-01 02:00,3,119,수원,-9.8,,,,1.4,,230,,87,,2.5,-11.5,1022.6,,1027.9,,,9,,,,0,0,,,1822,,,-6.7,,,,,
2021-01-01 03:00,4,119,수원,-9.8,,,,1.0,,250,,83,,2.4,-12.1,1023.1,,1028.4,,,9,,,,0,0,,,1932,,,-7.0,,,,,
2021-01-01 04:00,5,119,수원,-9.8,,,,1.5,,110,,84,,2.5,-11.9,1022.7,,1028.0,,,9,,,,0,0,,,1854,,,-7.2,,,,,
2021-01-01 05:00,6,119,수원,-9.2,,,,1.6,,160,,83,,2.5,-11.5,1022.3,,1027.6,,,9,,,,0,0,,,1848,,,-7.2,,,,,
2021-01-01 06:00,7,119,수원,-8.9,,,,1.1,,160,,89,,2.8,-10.3,1021.9,,1027.2,,,9,,,,8,8,Sc,15,1500,,,-6.3,,,,,
2021-01-01 07:00,8,119,수원,-8.3,,,,1.5,,140,,89,,2.9,-9.7,1022.0,,1027.2,,,9,,,,8,8,Sc,15,1234,,,-5.5,,,,,
2021-01-01 08:00,9,119,수원,-8.1,,,,1.1,,160,,90,,3.0,-9.4,1022.1,,1027.3,,0.0,,0.0,,,6,6,Sc,12,1034,,,-5.5,,,,,
2021-01-01 09:00,10,119,수원,-7.4,,,,1.2,,110,,86,,3.0,-9.3,1022.4,,1027.6,,0.0,,0.18,,,8,8,Sc,13,1027,,,-4.1,,,,,
2021-01-01 10:00,11,119,수원,-5.8,,,,1.1,,140,,79,,3.1,-8.8,1022.7,,1027.9,,0.5,,0.6,,,8,8,Sc,12,1265,,,-2.2,,,,,
2021-01-01 11:00,12,119,수원,-3.8,,,,1.8,,160,,68,,3.1,-8.8,1022.2,,1027.4,,0.7,,1.22,,,0,0,,,2000,,,-0.4,,,,,
2021-01-01 12:00,13,119,수원,-2.1,,,,1.8,,160,,67,,3.5,-7.4,1021.1,,1026.2,,1.0,,1.69,,,0,0,,,1786,,,1.6,,,,,
2021-01-01 13:00,14,119,수원,-0.7,,,,2.5,,200,,67,,3.9,-6.0,1020.3,,1025.4,,1.0,,1.78,,,1,1,Sc,14,1930,,,2.9,,,,,
2021-01-01 14:00,15,119,수원,-0.6,,,,2.4,,200,,70,,4.1,-5.4,1019.8,,1024.9,,1.0,,1.58,,,2,2,Sc,15,1968,,,2.7,,,,,
2021-01-01 15:00,16,119,수원,-0.5,,,,2.2,,180,,71,,4.2,-5.1,1019.7,,1024.8,,0.4,,0.79,,,7,7,Sc,17,1964,,,0.5,,,,,
2021-01-01 16:00,17,119,수원,-0.3,,,9,2.1,,230,,71,,4.2,-4.9,1019.8,,1024.9,,0.2,,0.61,,,7,7,Sc,15,1888,,05,0.3,,,,,
2021-01-01 17:00,18,119,수원,-1.0,,,9,2.4,,200,,81,,4.6,-3.8,1019.9,,1025.0,,0.0,,0.17,,,9,9,Sc,13,1707,,05,-0.2,,,,,
2021-01-01 18:00,19,119,수원,-1.7,,0.0,,1.6,,230,,88,,4.8,-3.4,1019.9,,1025.0,,0.0,,0.0,,,7,7,Sc,17,1301,,05,-0.2,,,,,
2021-01-01 19:00,20,119,수원,-2.4,,,9,0.4,,0,,90,,4.6,-3.8,1020.1,,1025.2,,,9,,,,0,0,,,1027,,,-0.9,,,,,
2021-01-01 20:00,21,119,수원,-3.0,,,9,0.0,,0,,94,,4.6,-3.8,1020.2,,1025.3,,,9,,,,0,0,,,811,,19,-1.3,,,,,
2021-01-01 21:00,22,119,수원,-2.7,,,9,0.0,,0,,95,,4.8,-3.3,1020.6,,1025.7,,,9,,,,8,8,Sc,15,670,,19,-1.2,,,,,
2021-01-01 22:00,23,119,수원,-3.1,,,9,0.5,,340,,95,,4.6,-3.7,1020.9,,1026.0,,,9,,,,8,8,,14,675,,19,-1.7,,,,,
2021-01-01 23:00,24,119,수원,-3.4,,,9,0.6,,250,,95,,4.5,-4.0,1021.0,,1026.1,,,9,,,,0,0,,,711,,19,-2.8,,,,,
2021-01-02 00:00,25,119,수원,-4.1,,,9,0.8,,290,,87,,3.9,-5.9,1020.7,,1025.9,,,9,,,,0,0,,,1293,,19,-3.5,,,,,
2021-01-02 01:00,26,119,수원,-4.0,,,,1.5,,320,,64,,2.9,-9.8,1021.1,,1026.3,,,9,,,,2,1,,27,1998,,,-3.9,,,,,
