tm,rnum,stnId,stnNm,ta,taQcflg,rn,rnQcflg,ws,wsQcflg,wd,wdQcflg,hm,hmQcflg,pv,td,pa,paQcflg,ps,psQcflg,ss,ssQcflg,icsr,dsnw,hr3Fhsc,dc10Tca,dc10LmcsCa,clfmAbbrCd,lcsCh,vs,gndSttCd,dmstMtphNo,ts,tsQcflg,m005Te,m01Te,m02Te,m03Te
2019-01-01 00:00,1,119,수원,-3.3,0,,,2.1,0,320,0,65,0,3.1,-8.9,1031.1,0,1035.6,0,,9,,,,4,4,,,1799,,,-4.2,0,,,,
2019-01-01 01:00,2,119,수원,-4.3,0,,,1.3,,290,,66,0,2.9,-9.7,1031.1,0,1035.7,0,,9,,,,3,3,,9,1838,,,-5.1,0,,,,
2019-01-01 02:00,3,119,수원,-5.3,0,,,1.2,,270,,72,0,3.0,-9.5,1031.0,0,1035.6,0,,9,,,,0,0,,,1710,,,-5.8,0,,,,
2019-01-01 03:00,4,119,수원,-6.6,0,,,0.8,,270,,79,0,3.0,-9.6,1031.5,0,1036.1,0,,9,,,,0,0,,,1316,,,-6.4,0,,,,
2019-01-01 04:00,5,119,수원,-6.9,0,,,0.2,,0,,80,0,2.9,-9.7,1030.8,0,1035.4,0,,9,,,,0,0,,,1126,,,-6.6,0,,,,
2019-01-01 05:00,6,119,수원,-6.9,0,,,1.6,,270,,80,0,2.9,-9.7,1030.5,0,1035.1,0,,9,,,,1,0,Ci,,1201,,,-7.0,0,,,,
2019-01-01 06:00,7,119,수원,-8.2,0,,,0.7,,180,,86,0,2.8,-10.1,1030.6,0,1035.2,0,,9,,,,3,0,Ci,,1000,,,-7.4,0,,,,
2019-01-01 07:00,8,119,수원,-8.7,0,,,0.2,,0,,89,0,2.8,-10.1,1030.1,0,1034.7,0,,9,,,,4,4,Ac,40,882,,19,-7.5,0,,,,
2019-01-01 08:00,9,119,수원,-8.0,0,,,0.2,,0,,89,0,3.0,-9.4,1030.0,0,1034.6,0,0.0,,0.0,,,7,7,Ac,40,822,,19,-6.9,0,,,,
2019-01-01 09:00,10,119,수원,-5.4,0,,,0.6,,270,,71,0,2.9,-9.8,1030.2,0,1034.8,0,0.0,,0.15,,,7,7,Ac,35,1195,,19,-5.0,0,,,,
2019-01-01 10:00,11,119,수원,-3.2,0,,,0.7,,320,,55,0,2.7,-10.9,1030.3,0,1034.8,0,0.8,,0.63,,,6,2,AcCi,30,1308,,,-4.0,0,,,,
2019-01-01 11:00,12,119,수원,-2.8,0,,,1.8,,290,,50,0,2.5,-11.7,1030.1,0,1034.6,0,1.0,,1.09,,,2,1,ScCi,10,1528,,,-1.4,0,,,,
2019-01-01 12:00,13,119,수원,-0.9,0,,,2.2,,320,,51,0,2.9,-9.7,1028.9,0,1033.4,0,1.0,,1.37,,,1,1,Sc,9,1616,,,-0.5,0,,,,
2019-01-01 13:00,14,119,수원,-1.4,0,,,4.0,,290,,56,0,3.1,-9.0,1028.0,0,1032.5,0,0.6,,1.2,,,7,7,Sc,9,1615,,,-0.2,0,,,,
2019-01-01 14:00,15,119,수원,-1.2,0,,,4.2,,290,,57,0,3.2,-8.6,1027.7,0,1032.2,0,0.4,,0.94,,,8,8,Sc,9,1624,,,0.0,0,,,,
2019-01-01 15:00,16,119,수원,-1.2,0,,,3.3,,290,,59,0,3.3,-8.2,1027.9,0,1032.4,0,0.4,,0.74,,,5,5,Sc,9,1651,,,-0.5,0,,,,
2019-01-01 16:00,17,119,수원,-0.7,0,,,3.3,,290,,59,0,3.4,-7.7,1027.7,0,1032.2,0,0.7,,0.61,,,3,3,Sc,9,1687,,,-1.0,0,,,,
2019-01-01 17:00,18,119,수원,-1.8,0,,,3.4,,290,,58,0,3.1,-8.9,1028.0,0,1032.5,0,0.4,,0.19,,,1,1,Sc,10,1980,,,-2.3,0,,,,
2019-01-01 18:00,19,119,수원,-2.6,0,,,2.3,,290,,61,0,3.1,-9.0,1028.3,0,1032.8,0,0.0,,0.01,,,1,1,Sc,10,1890,,,-3.4,0,,,,
2019-01-01 19:00,20,119,수원,-3.1,0,,,2.0,,290,,59,0,2.9,-9.9,1028.9,0,1033.4,0,,9,,,,0,0,,,1874,,,-4.0,0,,,,
2019-01-01 20:00,21,119,수원,-3.7,0,,,1.3,,270,,54,0,2.5,-11.6,1029.1,0,1033.6,0,,9,,,,0,0,,,2000,,,-4.6,0,,,,
2019-01-01 21:00,22,119,수원,-4.3,0,,,1.7,,290,,55,0,2.4,-12.0,1029.6,0,1034.2,0,,9,,,,0,0,,,1997,,,-5.2,0,,,,
2019-01-01 22:00,23,119,수원,-4.5,0,,,2.9,,290,,49,0,2.1,-13.6,1029.5,0,1034.1,0,,9,,,,0,0,,,2000,,,-5.4,0,,,,
2019-01-01 23:00,24,119,수원,-4.8,0,,,3.6,,340,,50,0,2.1,-13.6,1029.9,0,1034.5,0,,9,,,,0,0,,,2000,,,-5.7,0,,,,
2019-01-02 00:00,25,119,수원,-6.1,0,,,1.1,,290,,56,0,2.2,-13.4,1030.3,0,1034.9,0,,9,,,,0,0,,,2000,,,-6.4,0,,,,
2019-01-02 01:00,26,119,수원,-6.8,0,,,1.0,,290,,58,0,2.1,-13.6,1030.3,0,1034.9,0,,9,,,,0,0,,,2000,,,-6.8,0,,,,
2019-01-02 02:00,27,119,수원,-8.4,0,,,0.4,,0,,68,0,2.2,-13.2,1030.7,0,1035.3,0,,9,,,,0,0,,,1982,,,-7.2,0,,,,
2019-01-02 03:00,28,119,수원,-9.3,0,,,0.1,,0,,75,0,2.3,-12.9,1030.6,0,1035.2,0,,9,,,,0,0,,,1942,,,-7.6,0,,,,
2019-01-02 04:00,29,119,수원,-9.7,0,,,0.4,,0,,78,0,2.3,-12.8,1030.2,0,1034.9,0,,9,,,,0,0,,,1818,,,-7.9,0,,,,
2019-01-02 05:00,30,119,수원,-10.1,0,,,0.3,,0,,86,0,2.4,-12.0,1030.1,0,1034.8,0,,9,,,,0,0,,,1597,,,-8.2,0,,,,
2019-01-02 06:00,31,119,수원,-10.7,0,,,0.0,,0,,88,0,2.4,-12.3,1030.4,0,1035.1,0,,9,,,,0,0,,,1390,,,-8.4,0,,,,
2019-01-02 07:00,32,119,수원,-10.3,0,,,0.1,,0,,89,0,2.5,-11.7,1031.0,0,1035.7,0,,9,,,,0,0,,,1205,,,-8.6,0,,,,
2019-01-02 08:00,33,119,수원,-10.3,0,,,0.1,,0,,88,0,2.5,-11.9,1031.5,0,1036.2,0,0.0,,0.0,,,0,0,,,1072,,,-8.6,0,,,,
